question,slots,intent_list
쇼핑 할 예정 이라 면세점 근처 주차공간 어디 예요,"{""facility_name"": [""면세점""]}","[""parking_location_recommendation""]"
커피 마시러 가는데 카페 옆 주차 할 곳 은,"{""facility_name"": [""카페""]}","[""parking_location_recommendation""]"
환전 하러 가는데 환전소 가까운 주차장 추천 해주세요,"{""facility_name"": [""환전소""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
담배 피우러 가야 해서 흡연실 근처 주차 할 곳 은,"{""facility_name"": [""흡연실""]}","[""parking_location_recommendation""]"
아기 기저귀 갈아야 해서 수유실 옆 주차공간 어디 인가요,"{""facility_name"": [""수유실""]}","[""parking_location_recommendation""]"
라운지 이용 예정 이라 가까운 주차 층 어디 예요,"{""facility_name"": [""라운지""]}","[""parking_location_recommendation""]"
간식 사러 가는데 편의점 근처 주차장 추천 부탁드려요,"{""facility_name"": [""편의점""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
오늘 저녁 에 카페 근처 주차 할 예정 인데 어디가 좋아요,"{""facility_name"": [""카페""], ""date"": ""오늘"", ""time_period"": ""저녁""}","[""parking_location_recommendation""]"
내일 오전 에 은행 가야 하는데 가까운 주차공간 은,"{""facility_name"": [""은행""], ""date"": ""내일"", ""time_period"": ""오전""}","[""parking_location_recommendation""]"
지금 당장 화장실 가고 싶은데 가까운 주차 층 어디 예요,"{""facility_name"": [""화장실""], ""vague_time"": ""지금""}","[""parking_location_recommendation""]"
점심시간 에 레스토랑 이용 할 건데 근처 주차장 은,"{""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
새벽 에 도착 해서 휴게 공간 근처 주차 하고 싶어요,"{""area"": ""arrival"", ""time_period"": ""새벽""}","[""parking_location_recommendation""]"
주말 에 면세점 가려는데 가까운 주차공간 추천 해주세요,"{""facility_name"": [""면세점""]}","[""parking_location_recommendation""]"
평일 오후 에 약국 가야 하는데 근처 주차 할 곳 은,"{""facility_name"": [""약국""], ""time_period"": ""오후""}","[""parking_location_recommendation""]"
늦은 시간 에 ATM 이용 할 건데 가까운 주차 층 어디 인가요,"{""facility_name"": [""ATM""]}","[""parking_location_recommendation""]"
이른 아침 에 키즈 존 가려고 하는데 근처 주차장 은,"{""facility_name"": [""키즈존""], ""time_period"": ""아침"", ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
심야시간 에 의료 실 근처 주차 할 곳 있나요,"{""facility_name"": [""의료""]}","[""parking_location_recommendation""]"
T1 카페 근처 주차장 어디가 좋아요,"{""terminal"": [""T1""], ""facility_name"": [""카페""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
T2 레스토랑 가까운 주차공간 추천 해주세요,"{""terminal"": [""T2""]}","[""parking_location_recommendation""]"
T1 면세점 근처 주차 할 곳 어디 예요,"{""terminal"": [""T1""], ""facility_name"": [""면세점""]}","[""parking_location_recommendation""]"
T2 화장실 옆 주차 층 알려주세요,"{""terminal"": [""T2""], ""facility_name"": [""화장실""]}","[""parking_location_recommendation""]"
T1 편의점 가까운 주차공간 은,"{""terminal"": [""T1""], ""facility_name"": [""편의점""]}","[""parking_location_recommendation""]"
T2 은행 근처 주차장 추천 부탁드려요,"{""terminal"": [""T2""], ""facility_name"": [""은행""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
T1 ATM 옆 주차 할 곳 은,"{""terminal"": [""T1""], ""facility_name"": [""ATM""]}","[""parking_location_recommendation""]"
T2 수유실 가까운 주차공간 어디 인가요,"{""terminal"": [""T2""], ""facility_name"": [""수유실""]}","[""parking_location_recommendation""]"
T1 키즈 존 근처 주차 층 어디가 편해요,"{""terminal"": [""T1""], ""facility_name"": [""키즈존""]}","[""parking_location_recommendation""]"
T2 흡연실 옆 주차장 추천 해주세요,"{""terminal"": [""T2""], ""facility_name"": [""흡연실""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
T1 라운지 가까운 주차 할 곳 있나요,"{""terminal"": [""T1""], ""facility_name"": [""라운지""]}","[""parking_location_recommendation""]"
T2 의료 실 근처 주차공간 어디 예요,"{""terminal"": [""T2""], ""facility_name"": [""의료""]}","[""parking_location_recommendation""]"
T1 환전소 옆 주차 층 알려주세요,"{""terminal"": [""T1""], ""facility_name"": [""환전소""]}","[""parking_location_recommendation""]"
T2 휴게 공간 가까운 주차장 은,"{""terminal"": [""T2""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
T1 게이트 근처 주차 할 곳 추천 해주세요,"{""terminal"": [""T1""]}","[""parking_location_recommendation""]"
T2 약국 옆 주차공간 어디 인가요,"{""terminal"": [""T2""], ""facility_name"": [""약국""]}","[""parking_location_recommendation""]"
도착 하 자마자 화장실 가고싶은데 어디 에 주차 하는게 좋아,"{""area"": ""arrival"", ""facility_name"": [""화장실""]}","[""parking_location_recommendation""]"
짐 이 많고 아이 도 데리 고 왔는데 카페 근처 주차 할 곳 은,"{""facility_name"": [""카페""]}","[""parking_location_recommendation""]"
휠체어 이용 하는데 의료 실과 화장실 가까운 주차 층 은,"{""facility_name"": [""의료"", ""화장실""]}","[""parking_location_recommendation""]"
시간 이 촉박해서 게이트 와 체크 인 카운터 가까운 주차공간 은,{},"[""parking_location_recommendation""]"
노약 자 동반 이라서 엘리베이터 와 휴게 공간 근처 주차장 추천 해주세요,"{""facility_name"": [""엘리베이터""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
신생아 와 함께인데 수유 실과 기저귀 교환 대 가까운 주차 층 은,"{""facility_name"": [""수유실""]}","[""parking_location_recommendation""]"
대형 캐리어 가 많아서 엘리베이터 와 카트 대 여소 근처 주차 할 곳 은,"{""facility_name"": [""엘리베이터""]}","[""parking_location_recommendation""]"
비행기 시간 이 늦어서 24시간 카페 와 편의점 가까운 주차공간 은,"{""facility_name"": [""카페"", ""편의점""], ""relative_time"": ""24시간""}","[""parking_location_recommendation""]"
환전 하고 면세점 쇼핑 해야 해서 둘 다 가까운 주차 층 추천 해주세요,"{""facility_name"": [""면세점""]}","[""parking_location_recommendation""]"
라운지 이용 예정 이고 흡연 도 해야 해서 가까운 주차장 은,"{""facility_name"": [""라운지""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
내일 오전 에 T1 지하 주차장 에 도착 할 예정 인데 화장실 과 ATM 가까운 곳 으로 추천 해주세요,"{""terminal"": [""T1""], ""area"": ""arrival"", ""facility_name"": [""ATM"", ""화장실""], ""date"": ""내일"", ""time_period"": ""오전"", ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
주말 에 T2 주차 타워 서 편 에 장기 주차 할 건데 레스토랑 과 휴게 공간 둘 다 가까운 층 은,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차타워"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
평일 저녁 에 T1 지상 주차장 북편 에 주차 할 예정 인데 은행 과 환전소 가까운 곳 추천 부탁드려요,"{""terminal"": [""T1""], ""facility_name"": [""은행"", ""환전소""], ""time_period"": ""저녁"", ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
새벽 시간 에 T2 주차 빌딩 남편 에 도착 할 건데 24시간 운영 하는 편의점 과 의료 실 근처 로 알려주세요,"{""terminal"": [""T2""], ""area"": ""arrival"", ""facility_name"": [""편의점"", ""의료""], ""relative_time"": ""2주""}","[""parking_location_recommendation""]"
심야 에 T1 멀티 파킹 에 주차 할 건데 수유 실과 키즈 존 가까운 구역 추천 해주세요,"{""terminal"": [""T1""], ""facility_name"": [""수유실"", ""키즈존""]}","[""parking_location_recommendation""]"
오후 3시 에 T2 스카이 파킹 동 편 에 도착 할 예정 인데 면세점 과 라운지 접근 하기 편한 곳 은,"{""terminal"": [""T2""], ""area"": ""arrival"", ""facility_name"": [""면세점"", ""라운지""], ""time_period"": ""오후"", ""hour"": ""3""}","[""parking_location_recommendation""]"
점심시간 에 T1 패밀리 파킹 에 주차 할 건데 푸드코트 와 카페 둘 다 가까운 층 알려주세요,"{""terminal"": [""T1""], ""facility_name"": [""카페""]}","[""parking_location_recommendation""]"
이른 아침 에 T2 프리미엄 파킹 서 편 에 도착 할 건데 흡연실 과 휴게 공간 근처 구역 은,"{""terminal"": [""T2""], ""area"": ""arrival"", ""facility_name"": [""흡연실""], ""time_period"": ""아침""}","[""parking_location_recommendation""]"
주차장 추천 좀 부탁 해 요,"{""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
T1 로 도착 하는데 수하물 이 많아서요 입국 장 에서 가장 가까운 주차장 특히 짐 카트 이동 이 편리한 단기 주차장 을 추천 해주시 면 감사하겠습니다,"{""terminal"": [""T1""], ""area"": ""arrival"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
T1 단기 주차장 지하 2 층 에 주차 할 건데 혹시 지하 주차장 중 에 차량 흐름 이 좋고 출 차 하기 쉬운 구역 이 따로 있다면 알려주세요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
저 는 주차 요금 보다 편의 성 을 더 중요하게 생각 해 요 T1 근처 단기 주차장 중 에서 터미널 과 가장 가깝고 이동 이 편리한 곳 을 추천 해주실 수 있나요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
저 는 주차 요금 보다 차량 보호 를 더 중요하게 생각 해 요 T1 근처 장기 주차장 중 에서 외부 노출 이 적고 차량 손상 위험 이 적은 곳 을 추천 해주실 수 있나요,"{""terminal"": [""T1""], ""parking_lot"": ""장기주차장"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
저 는 주차 요금 보다 편의 성 을 더 중요하게 생각 해 요 T1 근처 단기 주차장 중 에서 터미널 과 가장 가깝고 이동 동선 이 편리한 곳 을 추천 해주실 수 있나요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
T1 로 도착 하는데 수하물 이 많아서요 입국 장 에서 가장 가까운 주차장 특히 짐 카트 이용 이 편리하고 짐 보관 소 와 가까운 단기 주차장 을 추천 해주시 면 감사하겠습니다,"{""terminal"": [""T1""], ""area"": ""arrival"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
T1 단기 주차장 지하 2 층 에 주차 할 건데 혹시 지하 주차장 중 에 차량 흐름 이 좋고 출 차 하기 쉬운 구역 이 따로 있다면 알려주세요 길 헤매기 싫어서요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
저 는 주차 요금 도 중요하지만 차량 이 안전하게 보호 되는 곳 을 선호 해 요 T1 근처 단기 주차장 중 에서 보안 이 철저한 곳 을 추천 해주실 수 있나요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
T1 지하 2 층 H 구역 H 23 위치 에서 체크 인 카운터 B 까지 가는 게 괜찮을까요 걷는 시간 이 궁금해서요,"{""terminal"": [""T1""], ""destination"": ""T1"", ""origin"": ""T1지하""}","[""parking_walk_time_info""]"
T2 지상 1 층 동 편 233 지점 에서 출발 해서 체크 인 카운터 L 까지 이동 시간 좀 알려주세요,"{""terminal"": [""T2""], ""area"": ""departure"", ""destination"": ""T2"", ""origin"": ""T2지상""}","[""parking_walk_time_info""]"
T1 지하 2 층 A 구역 A 26 에서 출발 해서 체크 인 카운터 F 까지 이동 시간 좀 알려주세요,"{""terminal"": [""T1""], ""area"": ""departure"", ""destination"": ""T1"", ""origin"": ""T1지하""}","[""parking_walk_time_info""]"
혹시 T2 지상 1 층 동 편 233 지점 에서 체크 인 카운터 A 까지 가는 데 몇 분 정도 걸릴지 알 수 있을까요,"{""terminal"": [""T2""], ""destination"": ""T2""}","[""parking_walk_time_info""]"
T2 지상 1 층 서 편 136 지점 에 차 대면 체크 인 카운터 J 까지 많이 멀까 요,"{""terminal"": [""T2""], ""destination"": ""T2"", ""origin"": ""T2지상""}","[""parking_walk_time_info""]"
T2 지상 1 층 동 편 233 지점 에 차 대면 체크 인 카운터 B 까지 많이 멀까 요,"{""terminal"": [""T2""], ""destination"": ""T2"", ""origin"": ""T2지상""}","[""parking_walk_time_info""]"
T2 지상 1 층 서 편 136 지점 위치 에서 체크 인 카운터 M 까지 가는 게 괜찮을까요 걷는 시간 이 궁금해서요,"{""terminal"": [""T2""], ""destination"": ""T2"", ""origin"": ""T2지상""}","[""parking_walk_time_info""]"
T1 지하 2 층 H 구역 H 23 에 주차 하려고 하는데 체크 인 카운터 L 까지 걸어서 얼마나 걸릴까 요,"{""terminal"": [""T1""], ""destination"": ""T1"", ""origin"": ""T1지하""}","[""parking_walk_time_info""]"
T1 지하 2 층 A 구역 A 26 쪽 이 괜찮다고 들었는데 체크 인 카운터 E 까지 도보 시간 얼마나 될까 요,"{""terminal"": [""T1""], ""destination"": ""T1"", ""origin"": ""T1지하""}","[""parking_walk_time_info""]"
T1 지하 2 층 H 구역 H 23 에 차 대면 체크 인 카운터 E 까지 많이 멀까 요,"{""terminal"": [""T1""], ""destination"": ""T1"", ""origin"": ""T1지하""}","[""parking_walk_time_info""]"
